Station Code,Name of Monitoring Location,State Name,Temp_Min,Temp_Max,pH_Min,pH_Max,Conductivity_Min,Conductivity_Max,BOD_Min,DOB_Max,Nitrate?N + Nitrite_N Min,Nitrate?N + Nitrite_N Max,Fecal Coliform_Min,Fecal Coliform_Max,Total Coliform_Min,Total Coliform_Max,Total Dissolved Solids_Min,Total Dissolved Solids_Max,Fluoride_Min,Fluoride_Max,Arsenic_Min,Arsenic_Max,Drinkability
5143,GROUND WATER FROM DHEKIAJULI TOWNNIJARAPAR)P.O.DHEKIAJULI,ASSAM,24.0,26.0,6.8,16.8,206.0,369.0,6.8,2.4,0.7,1.2,1.8,1.8,1.8,1.8,138.0,208.0,0.27,0.31,0.01,0.01,Not Drinkable
1825,"BORE WELL WATER AT KATRA BAZAR WATER TANK,MALSALAMI, PATNA",BIHAR,19.0,22.0,7.13,7.18,415.0,580.0,7.13,5.0,0.32,0.32,4.5,350.0,7.8,920.0,294.0,414.0,0.34,0.54,0.01,0.01,Not Drinkable
1826,"BORE WELL WATER AT BHOOTNATH ROAD WATER TANKSEC?3, KANKARBAGH,PATNA",BIHAR,28.0,30.0,7.2,7.3,418.0,423.0,7.2,5.0,0.32,0.32,79.0,79.0,130.0,130.0,288.0,306.0,0.51,0.64,0.01,0.01,Not Drinkable
1827,"TAP WATER COMING FROM OVER HEAD TANK PMCHCAMPUS, PATNA",BIHAR,19.0,22.0,7.08,7.28,436.0,514.0,7.08,5.0,0.32,0.32,33.0,920.0,49.0,1600.0,312.0,328.0,0.28,0.49,0.01,0.01,Not Drinkable
1828,"BORE WELL WATER IN CAMPUS OF PATNA WATER BOARD HEAD OFFICE, NEAR HIGH COURT,PATNA",BIHAR,22.0,30.0,7.16,7.22,504.0,533.0,7.16,5.0,0.32,0.32,22.0,22.0,130.0,130.0,376.0,384.0,0.49,0.82,0.01,0.01,Not Drinkable
1829,"BORE WELL WATER FROM IGIMSCAMPUS, PATNA",BIHAR,21.0,30.0,7.25,7.46,465.0,502.0,7.25,5.0,0.32,0.32,1.8,1.8,1.8,1.8,338.0,362.0,0.5,0.5,0.01,0.01,Drinkable
1830,"BORE WELL WATER (PHED PUMP HOUSE) SADAR HOSPITALCAMPUS, MUZAFFARPUR",BIHAR,27.0,29.0,7.1,7.2,1016.0,1030.0,7.1,5.0,0.31,0.31,130.0,130.0,150.0,150.0,678.0,730.0,0.62,0.62,0.01,0.01,Not Drinkable
1831,"BORE WELL WATER MMC PUMP HOUSE BRAHMPURA NAKA,MUZAFFARPUR",BIHAR,27.0,29.0,6.9,6.96,1020.0,1070.0,6.9,5.0,0.32,0.32,170.0,350.0,280.0,1600.0,590.0,738.0,0.6,0.6,0.01,0.01,Not Drinkable
1832,"TAP WATER IN CAMPUS OF KALI ASTHAN, BISHANPUR,BEGUSARAI",BIHAR,25.0,26.0,7.21,7.4,980.0,1110.0,7.21,5.0,0.32,0.32,7.8,7.8,4.5,23.0,628.0,706.0,0.39,0.39,0.01,0.01,Not Drinkable
1833,"GROUND WATER NEAR TAP WATER IN CAMPUS OF S.POFFICE, POKHARIA, BEGUSARAI",BIHAR,25.0,26.0,7.12,7.4,829.0,980.0,7.12,5.0,0.32,0.32,1.8,1.8,1.8,1.8,588.0,620.0,0.27,0.27,0.01,0.01,Not Drinkable
1834,"HAND PUMP WATER NEARGOVT. HOSPITAL, PURNEA",BIHAR,21.0,28.0,6.78,7.1,603.0,707.0,6.78,5.0,0.42,0.42,1.8,1.8,1.8,1.8,424.0,434.0,0.23,0.23,0.01,0.01,Drinkable
1835,"HAND PUMP WATER NEAR LOWER COURT LOWER COURT,PURNEA",BIHAR,21.0,26.0,7.03,7.5,266.0,596.0,7.03,5.0,1.18,5.23,350.0,350.0,540.0,540.0,198.0,422.0,0.41,0.41,0.01,0.01,Not Drinkable
1836,"HAND PUMP WATER NEAR BUS STAND TILKA MANJHI CHOWK,BHAGALPUR",BIHAR,21.0,25.0,6.81,7.45,282.0,751.0,6.81,5.0,2.23,2.23,920.0,920.0,1600.0,1600.0,206.0,572.0,0.46,1.03,0.01,0.01,Not Drinkable
1837,"GROUND WATER FROM RAILWAYSTATION, BHAGALPUR",BIHAR,23.0,25.0,7.38,7.78,729.0,796.0,7.38,5.0,2.32,3.19,2400.0,2400.0,3500.0,3500.0,580.0,606.0,0.78,1.05,0.01,0.01,Not Drinkable
1838,"GROUND WATER FROM TAP WATER NEAR VEER KUWARSINGH CHOWK, MUNGER",BIHAR,18.0,29.0,6.75,7.38,1110.0,1210.0,6.75,5.0,2.96,3.67,13.0,130.0,33.0,350.0,872.0,932.0,0.54,0.76,0.01,0.01,Not Drinkable
1839,"HAND PUMP WATER IN CAMPUS OF KASTURBA WATER WORKS,MUNGER",BIHAR,18.0,28.0,7.24,7.6,351.0,482.0,7.24,5.0,0.41,0.41,33.0,350.0,79.0,1600.0,244.0,332.0,0.37,1.53,0.01,0.01,Not Drinkable
1840,"TAP WATER PHED PUMP HOUSEMAIN ROAD, MOTIHARI",BIHAR,23.0,30.0,7.06,7.3,856.0,1060.0,7.06,5.0,0.32,0.32,13.0,13.0,23.0,23.0,624.0,648.0,0.29,0.29,0.01,0.01,Not Drinkable
1841,"GROUNDWATER WATER FROM T. MODAL INTER SCHOOL, G.BROAD, GAYA",BIHAR,26.0,27.0,7.08,7.28,1026.0,1200.0,7.08,5.0,0.88,0.88,33.0,33.0,240.0,240.0,840.0,888.0,0.48,0.74,0.01,0.01,Not Drinkable
1842,"BOREWELL WATER DANDIBAGHWATER WORKS, PHED, GAYA",BIHAR,26.0,29.0,7.4,7.85,350.0,563.0,7.4,5.0,0.92,1.59,1.8,1.8,1.8,1.8,240.0,418.0,0.35,1.13,0.01,0.01,Drinkable
1843,"SUPPLY WATER  NEAR BUSSTAND, RAJGIR",BIHAR,27.0,30.0,6.98,7.19,375.0,1020.0,6.98,5.0,5.22,5.22,2.0,2.0,4.5,7.8,282.0,792.0,0.46,0.8,0.01,0.01,Drinkable
1844,"BORE WELL WATER NEAR COMMISSIONARY OFFICE,CHAPRA",BIHAR,22.0,24.0,7.05,7.05,1080.0,1220.0,7.05,5.0,0.76,0.76,-4.5,4.5,13.0,13.0,810.0,830.0,0.51,0.63,0.01,0.01,Not Drinkable
2576,"HAND PUMP WATER AT CIVILCOURT, AURANGABAD",BIHAR,28.0,28.0,7.39,7.39,633.0,633.0,7.39,5.0,0.32,0.32,1.8,1.8,1.8,1.8,450.0,450.0,1.48,1.48,0.01,0.01,Drinkable
2577,"HAND PUMP WATER AT COURTCAMPOUND, ARARIA",BIHAR,25.0,26.0,6.8,6.82,241.0,386.0,6.8,5.0,3.83,5.23,33.0,33.0,4.5,130.0,162.0,162.0,0.48,0.48,0.01,0.01,Not Drinkable
2578,"HAND PUMP WATER AT SARDAR PATEL BUS STAND, ARA,BHOJPUR",BIHAR,19.0,25.0,7.2,7.45,559.0,1040.0,7.2,5.0,1.47,1.69,140.0,140.0,220.0,220.0,380.0,612.0,0.44,0.56,0.01,0.01,Not Drinkable
2579,"TUBE WELL WATER ATCOLLECTRIATE CAMPUS, BUXAR",BIHAR,25.0,25.0,7.1,7.63,772.0,873.0,7.1,5.0,1.58,2.01,350.0,350.0,540.0,540.0,492.0,608.0,0.63,0.71,0.01,0.01,Not Drinkable
2580,"HAND PUMP WATER FROM NAGAR PARISHAD OFFICE,BHABHUA",BIHAR,29.0,30.0,7.11,7.29,680.0,810.0,7.11,5.0,1.09,1.09,2.0,13.0,7.8,23.0,470.0,532.0,0.82,0.83,0.01,0.01,Drinkable
2581,"HAND PUMP WATER AT KILA GATE NEAR RAMBAGH MITHILAUNIVERSITY, DARBHANGA",BIHAR,26.0,27.0,7.6,-7.61,594.0,602.0,7.6,5.0,0.32,0.32,13.0,13.0,33.0,33.0,392.0,424.0,0.85,0.97,0.01,0.01,Drinkable
2582,"HAND PUMP WATER AT DARBHANGA BUS STAND,DARBHANGA",BIHAR,28.0,28.0,7.58,8.1,390.0,391.0,7.58,5.0,0.32,0.32,13.0,350.0,33.0,1600.0,252.0,268.0,0.43,0.47,0.01,0.01,Not Drinkable
2583,"HAND PUMP WATER AT BUSSTAND, GOPALGANJ",BIHAR,22.0,24.0,6.99,7.01,451.0,1880.0,6.99,5.0,2.45,2.45,1.8,1.8,1.8,1.8,330.0,1090.0,0.24,0.54,0.01,0.01,Drinkable
2584,"HAND PUMP WATER AT THAWAYMANDIR CAMPUS, GOPALGANJ",BIHAR,22.0,24.0,6.8,7.1,503.0,1020.0,6.8,5.0,0.32,0.32,17.0,17.0,13.0,49.0,342.0,812.0,0.25,0.25,0.01,0.01,Drinkable
2585,"TAP WATER NEAR PANI TANKI ATJEHANABAD COURT, JEHANABAD",BIHAR,28.0,28.0,7.46,7.76,576.0,1250.0,7.46,5.0,0.49,6.58,1.8,1.8,6.8,6.8,468.0,826.0,0.63,0.98,0.01,0.01,Drinkable
2586,"HAND PUMP WATER AT BUSSTAND, KATIHAR",BIHAR,23.0,25.0,6.89,7.2,429.0,530.0,6.89,5.0,0.91,0.91,13.0,13.0,33.0,33.0,256.0,366.0,0.47,0.47,0.01,0.01,Drinkable
2587,"HAND PUMP WATER NEARSADAR HOSPITAL, KHAGARIA",BIHAR,24.0,26.0,7.32,7.5,677.0,850.0,7.32,5.0,0.32,0.32,1.8,1.8,1.8,1.8,426.0,630.0,0.01,0.01,0.01,0.01,Drinkable
2588,"HAND PUMP WATER AT D.MOFFICE, KISHANGANJ",BIHAR,22.0,27.0,6.74,7.2,329.0,492.0,6.74,5.0,4.35,5.47,13.0,13.0,23.0,23.0,216.0,338.0,0.01,0.01,0.01,0.01,Drinkable
2589,"HAND PUMP WATER NEAR D.MOFFICE, MADHEPURA",BIHAR,26.0,27.0,7.18,7.3,612.0,636.0,7.18,5.0,3.81,3.81,7.8,7.8,23.0,23.0,412.0,434.0,0.98,0.98,0.01,0.01,Drinkable
2590,"HAND PUMP WATER AT COLLECTRIATE OFFICE,MADHUBANI",BIHAR,29.0,29.0,7.22,8.2,832.0,840.0,7.22,5.0,0.32,0.32,1.8,1.8,2.0,2.0,552.0,580.0,0.41,0.9,0.01,0.01,Not Drinkable
2591,"TAP WATER INSIDE THE CAMPUS OF GOVERNMENT TOURISTCAFETERIA, NALANDA",BIHAR,29.0,29.0,7.22,7.32,1055.0,1660.0,7.22,5.0,2.57,3.31,1.8,1.8,1.8,1.8,718.0,1262.0,0.69,1.24,0.01,0.01,Not Drinkable
2592,"HAND WATER AT CIVIL COURTBIHAR SHARIF, NALANDA",BIHAR,26.0,28.0,7.46,7.73,497.0,643.0,7.46,5.0,0.57,5.31,1.8,1.8,2.0,2.0,342.0,452.0,0.42,1.15,0.01,0.01,Drinkable
2593,"HANDPUMP WATER AT COLLECTRIATECAMPUS,NAWADAH",BIHAR,27.0,27.0,7.0,7.0,1059.0,1059.0,7.0,5.0,4.57,4.57,1.8,1.8,1.8,1.8,720.0,720.0,0.52,0.52,0.01,0.01,Not Drinkable
2594,"HAND PUMP WATER NEARSADAR HOSPITAL,SAHARSA",BIHAR,22.0,27.0,6.91,7.2,753.0,868.0,6.91,5.0,2.37,2.37,1.8,1.8,1.8,1.8,518.0,520.0,0.48,1.13,0.01,0.01,Not Drinkable
2595,"GROUND WATER FROM COLLECTRIATE CAMPUS,SAMASTIPUR",BIHAR,27.0,28.0,7.25,7.38,935.0,1310.0,7.25,5.0,0.51,0.78,17.0,280.0,49.0,350.0,644.0,886.0,0.44,0.45,0.01,0.01,Not Drinkable
2596,"GROUND WATER FROM SRI RAMJANKI MANDIR, SITAMARHI",BIHAR,28.0,28.0,7.54,8.1,320.0,334.0,7.54,5.0,0.32,0.32,4.5,220.0,6.8,350.0,190.0,228.0,0.01,0.01,0.01,0.01,Not Drinkable
2597,"GROUND WATER ATCOLLECTRIATE CAMPUS, SIWAN",BIHAR,23.0,24.0,7.6,7.7,416.0,1300.0,7.6,5.0,2.34,2.34,17.0,240.0,27.0,540.0,326.0,846.0,0.28,0.59,0.01,0.01,Not Drinkable
2598,"BOREWELL WATER NEAR DHARMSHALA SASARAM,ROHTAS",BIHAR,28.0,29.0,7.22,8.2,352.0,1180.0,7.22,5.0,0.46,0.86,1.8,1.8,2.0,2.0,268.0,822.0,0.26,1.52,0.01,0.01,Not Drinkable
2599,"GROUND WATER BUS STANDSASARAM, ROHTAS",BIHAR,28.0,38.0,7.27,7.3,860.0,897.0,7.27,5.0,0.54,0.65,1.8,1.8,2.0,2.0,574.0,654.0,0.71,1.01,0.01,0.01,Not Drinkable
2600,"GROUND WATER AT RAILWAY STATION CAMPUS,HAJIPUR ATVAISHALI",BIHAR,22.0,29.0,7.22,7.49,976.0,1130.0,7.22,5.0,1.24,2.31,79.0,79.0,240.0,240.0,634.0,792.0,0.54,0.66,0.01,0.01,Not Drinkable
3138,"GROUND WATER FROM ARANEAR RAILWAY STATION, ARA",BIHAR,19.0,25.0,7.16,7.46,801.0,926.0,7.16,5.0,1.71,2.89,920.0,920.0,1600.0,1600.0,496.0,630.0,0.48,0.55,0.01,0.01,Not Drinkable
3139,GROUND WATER NEAR BUSSTAND ARARIA,BIHAR,26.0,26.0,6.91,7.1,503.0,719.0,6.91,5.0,1.37,5.58,23.0,23.0,170.0,170.0,362.0,470.0,0.24,0.24,0.01,0.01,Not Drinkable
3140,"GROUND WATER AT RAILWAYSATION,  BETTIAH",BIHAR,22.0,30.0,7.02,7.23,361.0,411.0,7.02,5.0,0.32,0.32,13.0,13.0,49.0,49.0,280.0,308.0,0.22,0.22,0.01,0.01,Drinkable
3141,"GROUND WATER AT LORD BUDDHA TEMPLE OUTSIDE MAINTEMPLE,BODHGAYA",BIHAR,27.0,27.0,7.34,7.35,971.0,999.0,7.34,5.0,0.46,0.46,1.8,1.8,1.8,1.8,670.0,788.0,0.54,1.74,0.01,0.01,Not Drinkable
3142,"GROUND WATER FROMN BUSSTAND CHOWK,BIKRAMGANJ",BIHAR,27.0,29.0,7.47,7.63,583.0,683.0,7.47,5.0,2.32,2.32,33.0,33.0,49.0,130.0,428.0,472.0,0.52,0.94,0.01,0.01,Not Drinkable
3143,GROUND WATER FROM BAGAHABAZAR BAGAHA,BIHAR,22.0,25.0,6.78,6.91,1040.0,1310.0,6.78,5.0,2.48,5.4,1.8,1.8,1.8,1.8,624.0,1012.0,0.01,0.01,0.01,0.01,Not Drinkable
3144,"GROUND WATER NEAR ANSCOLLEGE,BARH",BIHAR,24.0,25.0,6.74,7.81,378.0,773.0,6.74,5.0,0.31,0.31,1.8,1.8,1.8,1.8,244.0,534.0,0.55,0.55,0.01,0.01,Drinkable
3145,"GROUND WATER NEAR MUFFASIL THANA MORE,DEHRION SONE",BIHAR,27.0,27.0,6.73,7.31,643.0,1010.0,6.73,5.0,3.96,7.58,350.0,350.0,920.0,920.0,474.0,748.0,0.31,0.37,0.01,0.01,Not Drinkable
3146,"GROUND WATER FROMDUMRAON,PANI TANKI (PHED)",BIHAR,19.0,25.0,7.16,7.46,581.0,926.0,7.16,5.0,0.39,2.89,1.8,1.8,1.8,1.8,398.0,630.0,0.48,0.67,0.01,0.01,Drinkable
3147,"GROUND WATER FROM JAYNAGAR RAILWAY STATION,JAYNAGAR",BIHAR,27.0,28.0,7.25,8.04,633.0,640.0,7.25,5.0,0.32,0.32,22.0,23.0,43.0,79.0,368.0,436.0,0.61,0.7,0.01,0.01,Drinkable
3148,"GROUND WATER FROM JAMALPUR POLICE STATION,JAMALPUR",BIHAR,23.0,28.0,7.5,7.56,782.0,832.0,7.5,5.0,2.19,3.32,280.0,280.0,350.0,350.0,576.0,578.0,0.38,0.51,0.01,0.01,Not Drinkable
3149,"GROUND WATER FROM KUDRARAILWAY STATION, KAIMUR",BIHAR,27.0,28.0,7.44,7.47,597.0,1290.0,7.44,5.0,0.45,0.45,1.8,1.8,1.8,1.8,446.0,918.0,0.54,0.73,0.01,0.01,Drinkable
3150,"GROUND WATER AT MAIN ROADNEAR KALI MANIR,MANER",BIHAR,24.0,25.0,7.24,7.39,667.0,803.0,7.24,5.0,1.66,1.79,4.5,4.5,13.0,13.0,518.0,540.0,0.54,0.73,0.01,0.01,Not Drinkable
3151,GROUND WATER FROM GOVT.GUEST HOUSE MOHANIA,BIHAR,29.0,29.0,7.14,7.38,1030.0,1530.0,7.14,5.0,1.25,1.25,1.8,1.8,1.8,1.8,740.0,1124.0,0.61,0.92,0.01,0.01,Not Drinkable
3152,"GROUND WATER FROM OLD BUSSTAND,NARKATIAGANJ",BIHAR,22.0,29.0,6.94,7.12,238.0,248.0,6.94,5.0,0.32,0.32,23.0,23.0,33.0,33.0,162.0,186.0,0.01,0.01,0.01,0.01,Drinkable
3153,"GROUND WATER NEAR CHURCHHIGH SCHOOL,PIRO",BIHAR,28.0,29.0,7.33,47.48,844.0,1400.0,7.33,5.0,0.6,2.7,130.0,130.0,240.0,240.0,656.0,1032.0,0.76,0.84,0.01,0.01,Not Drinkable
3154,GROUND WATER FROMRAMKUND GAYA,BIHAR,27.0,28.0,7.18,7.45,909.0,1390.0,7.18,5.0,1.89,6.42,27.0,27.0,130.0,130.0,666.0,960.0,0.9,1.33,0.01,0.01,Not Drinkable
3155,"GROUND WATER FROM SUPUALBUS STAND, SUPAUL",BIHAR,25.0,27.0,6.84,7.1,711.0,967.0,6.84,5.0,0.56,1.83,1.8,1.8,1.8,1.8,440.0,642.0,0.21,0.21,0.01,0.01,Drinkable
3156,"GROUND WATER FROM SAMASTIPUR BUSSTAND,SAMASTIPUR",BIHAR,27.0,28.0,7.24,7.29,910.0,1210.0,7.24,5.0,0.56,0.6,350.0,350.0,920.0,920.0,618.0,786.0,0.43,0.61,0.01,0.01,Not Drinkable
3157,"GROUND WATER FROM  J.P.PARK CHOWK ,SULTANGANJ",BIHAR,19.0,26.0,7.25,7.62,971.0,1150.0,7.25,5.0,3.51,3.51,11.0,11.0,22.0,22.0,632.0,910.0,0.34,0.78,0.01,0.01,Not Drinkable
3158,"GROUND WATER NEAR GOVT.HOSPITAL, SHERGHATI",BIHAR,28.0,28.0,6.89,7.24,652.0,701.0,6.89,5.0,1.78,3.7,920.0,920.0,1600.0,1600.0,462.0,540.0,0.69,1.06,0.01,0.01,Not Drinkable
3159,"GROUND WATER FROM RAJKIYAHIGH SCHOOL ,SHAHPUR",BIHAR,19.0,25.0,7.0,7.28,689.0,721.0,7.0,5.0,1.28,-1.8,1.8,1.8,2.0,2.0,454.0,520.0,0.53,0.66,0.01,0.01,Drinkable
3160,GROUND WATER FROM RAXAULBUS STAND RAXAUL,BIHAR,21.0,29.0,6.88,7.25,289.0,306.0,6.88,5.0,0.62,0.62,1.8,1.8,1.8,1.8,196.0,220.0,0.23,0.23,0.01,0.01,Drinkable
3161,GROUND WATER NEAR BUSSTAND KATIHAR,BIHAR,23.0,25.0,6.91,7.1,696.0,920.0,6.91,5.0,0.49,0.49,1.8,1.8,1.8,1.8,468.0,598.0,0.01,0.01,0.01,0.01,Drinkable
3162,"GROUND WATER NEAR VAISHALI BLOCK OFFICE,AT HAJIPUR,VAISHALI",BIHAR,23.0,23.0,7.77,7.77,759.0,759.0,7.77,5.0,0.32,0.32,1.8,1.8,1.8,1.8,494.0,494.0,0.77,0.77,0.01,0.01,Drinkable
2041,"GROUND WATER FROM SECTOR34, CHANDIGARH",CHANDIGARH,26.0,27.5,7.0,7.1,785.0,882.0,7.0,1.5,3.9,3.9,1.8,1.8,33.0,33.0,394.0,472.0,0.26,0.26,0.01,0.01,Drinkable
2043,GROUND WATER PALSORACHANDIGARH,CHANDIGARH,28.0,28.0,7.6,7.6,948.0,948.0,7.6,5.0,1.7,1.7,1.8,1.8,79.0,79.0,422.0,422.0,0.22,0.22,0.01,0.01,Drinkable
2044,GROUND DHANAS CHANDIGARH,CHANDIGARH,27.0,28.0,7.0,7.0,689.0,968.0,7.0,5.0,3.7,4.5,1.8,1.8,27.0,49.0,308.0,428.0,0.01,0.01,0.01,0.01,Drinkable
2045,"GROUND WATER  DADU MAJRACOLONY, CHANDIGARH",CHANDIGARH,27.0,28.0,7.1,7.4,599.0,859.0,7.1,1.2,4.7,4.9,1.8,1.8,33.0,41.0,276.0,466.0,0.53,0.54,0.01,0.01,Drinkable
1622,BORE WELL WATER SAMPLENEAR TIFRA I.A. BILASPUR,CHHATTISGARH,28.0,33.0,7.5,7.8,316.0,316.0,7.5,1.1,0.46,0.46,1.8,1.8,1.8,1.8,270.0,270.0,0.31,0.415,0.01,0.01,Drinkable
1623,BORE WELL WATER SAMPLE FROM BEC FERTILIZER OUTSIDE OF FACTORY PREMISES (NEARBANAK CHOWK),CHHATTISGARH,28.5,33.0,7.5,8.0,310.0,312.0,7.5,1.2,0.46,0.47,1.8,1.8,2.1,2.1,270.0,270.0,0.31,0.415,0.01,0.01,Drinkable
3171,"HAND PUMP WATER 14/10NEPALI MOHLLA, SHANKAR",CHHATTISGARH,24.0,28.0,7.21,7.52,1425.0,1425.0,7.21,8.0,0.1,40.0,40.0,40.0,34.0,34.0,90.0,200.0,0.31,0.415,0.01,0.01,Not Drinkable
3172,"BOREWELL/ HANDPUMP INROGBAHRI VILLAGE, KORBA",CHHATTISGARH,26.2,26.3,7.01,7.37,375.0,3692.0,7.01,5.0,1.27,18.79,2.0,2.0,2.2,12.0,104.0,149.0,0.31,0.415,0.01,0.01,Not Drinkable
3173,"BOREWELL/ HANDPUMP INPARSABHATA, BALCO, KORBA",CHHATTISGARH,26.1,26.2,7.05,7.41,496.0,4565.0,7.05,5.0,1.21,15.63,2.0,2.0,2.2,8.0,95.0,166.0,0.31,0.415,0.01,0.01,Not Drinkable
3174,"BOREWELL/ HANDPUMP INDHANRAS, NTPC, KORBA",CHHATTISGARH,26.3,26.4,7.23,7.26,242.0,1602.0,7.23,5.0,1.68,20.69,2.0,2.0,2.0,2.0,110.0,162.0,0.31,0.415,0.01,0.01,Drinkable
1440,"WELL AT SOMNATH INDUSTRIAL ESTATE, DAMAN",DAMAN AND DIU,29.3,30.1,7.33,7.36,889.0,913.0,7.33,5.0,4.03,4.23,6.0,10.0,12.0,18.0,602.0,604.0,0.33,0.33,0.01,0.01,Not Drinkable
2448,"GROUND WATER FROM VILLAGE BHIMPORE, DAMAN",DAMAN AND DIU,29.1,30.1,7.33,7.37,489.0,502.0,7.33,5.0,3.96,4.18,-28.0,38.0,62.0,72.0,322.0,341.0,0.01,0.01,0.01,0.01,Drinkable
2449,"WELL AT VILLAGE RINGANWADA, DAMAN",DAMAN AND DIU,29.1,29.9,7.35,7.44,2025.0,2109.0,7.35,5.0,1.78,1.82,6.0,8.0,12.0,12.0,1296.0,1350.0,0.29,0.31,0.01,0.01,Not Drinkable
2450,"WELL AT VILLAGE DUNETHA, DAMAN",DAMAN AND DIU,29.6,29.8,7.12,7.34,703.0,765.0,7.12,5.0,2.2,2.5,4.0,6.0,10.0,14.0,449.0,489.0,0.62,0.63,0.01,0.01,Drinkable
2451,"WELL AT VILLAGE DABHEL, DAMAN",DAMAN AND DIU,28.9,29.8,7.19,7.53,1203.0,1307.0,7.19,5.0,1.85,1.92,4.0,8.0,8.0,12.0,806.0,836.0,0.22,0.29,0.01,0.01,Not Drinkable
2452,"WELL AT VILLAGE KACHIGAM, DAMAN",DAMAN AND DIU,29.0,29.7,7.12,7.25,467.0,489.0,7.12,5.0,3.68,3.82,16.0,22.0,32.0,36.0,308.0,322.0,0.01,0.01,0.01,0.01,Drinkable
2453,"WELL AT VILLAGE KHANVEL, DNH",DAMAN AND DIU,28.9,29.6,7.17,7.42,518.0,576.0,7.17,5.0,2.37,2.57,6.0,10.0,14.0,22.0,341.0,385.0,0.38,0.43,0.01,0.01,Drinkable
2454,"WELL AT VILLAGE ATHAL, DNH",DAMAN AND DIU,29.4,29.4,7.2,7.6,580.0,589.0,7.2,5.0,0.32,0.32,6.0,12.0,12.0,20.0,317.0,400.0,0.5,0.7,0.01,0.01,Drinkable
2455,"WELL AT VILLAGE MASAT, DNH",DAMAN AND DIU,28.7,29.5,7.07,7.21,1015.0,1209.0,7.07,5.0,4.46,4.63,8.0,12.0,16.0,24.0,670.0,761.0,0.25,0.25,0.01,0.01,Not Drinkable
2456,"WELL AT VILLAGE PIPERIA, DNH",DAMAN AND DIU,28.9,29.8,7.21,7.24,2715.0,2715.0,7.21,5.0,3.3,3.59,2.0,6.0,8.0,14.0,1792.0,1873.0,0.84,0.92,0.01,0.01,Not Drinkable
2457,"WELL AT VILLAGE GALONDA, DNH",DAMAN AND DIU,28.9,29.8,7.53,7.55,425.0,451.0,7.53,5.0,1.35,1.47,6.0,6.0,10.0,16.0,295.0,312.0,0.26,0.3,0.01,0.01,Drinkable
2458,WELL AT VILLAGE DADRA,DAMAN AND DIU,29.2,29.7,7.53,7.81,3584.0,3719.0,7.53,5.0,1.55,1.72,4.0,8.0,14.0,16.0,2329.0,2491.0,0.23,0.27,0.01,0.01,Not Drinkable
3477,"WELL AT ALIPUR, DELHI",DELHI,26.0,28.0,7.6,7.6,676.0,870.5,7.6,5.0,0.32,0.32,2.0,2.0,4.5,8.0,896.0,911.0,0.31,0.415,0.01,0.01,Not Drinkable
3479,"WELL AT AURBINDO MARG,DELHI",DELHI,26.0,28.0,7.2,7.3,676.0,870.5,7.2,5.0,0.41,0.45,2.0,2.0,4.5,8.0,612.0,623.0,0.31,0.415,0.01,0.01,Not Drinkable
3480,"WELL AT BAWANA, DELHI",DELHI,26.0,28.0,7.3,7.6,676.0,870.5,7.3,5.0,0.52,0.65,2.0,2.0,4.5,8.0,258.0,279.0,0.31,0.415,0.01,0.01,Drinkable
3483,"WELL AT BURARI, DELHI",DELHI,26.0,28.0,7.5,7.7,676.0,870.5,7.5,5.0,0.32,0.32,2.0,2.0,4.5,8.0,352.0,768.0,0.31,0.415,0.01,0.01,Drinkable
3485,"WELL AT DEFENCE COLONY,DELHI",DELHI,26.0,28.0,6.9,7.47,676.0,870.5,6.9,5.0,0.4,0.42,2.0,2.0,4.5,8.0,280.0,295.0,0.31,0.415,0.01,0.01,Drinkable
3488,"WELL AT DILSHAD GARDEN,DELHI",DELHI,26.0,28.0,6.9,7.1,676.0,870.5,6.9,5.0,0.32,0.32,2.0,2.0,4.5,8.0,572.0,600.0,0.31,0.415,0.01,0.01,Not Drinkable
3489,"WELL AT DWARKA, DELHI",DELHI,26.0,28.0,6.9,7.1,676.0,870.5,6.9,5.0,0.32,0.32,2.0,2.0,4.5,8.0,570.0,577.0,0.31,0.415,0.01,0.01,Not Drinkable
3490,"WELL AT FATEH PUR BERI, DELHI",DELHI,26.0,28.0,7.1,7.2,676.0,870.5,7.1,5.0,0.64,0.72,2.0,2.0,4.5,8.0,621.0,627.0,0.31,0.415,0.01,0.01,Not Drinkable
3492,"WELL AT GAJIPUR, DELHI",DELHI,26.0,28.0,7.2,7.4,676.0,870.5,7.2,5.0,0.31,0.35,2.0,2.0,4.5,8.0,690.0,700.0,0.31,0.415,0.01,0.01,Not Drinkable
3493,"WELL AT GANDHI NAGAR, DELHI",DELHI,26.0,28.0,7.1,7.4,676.0,870.5,7.1,5.0,0.32,0.32,2.0,2.0,4.5,8.0,502.0,521.0,0.31,0.415,0.01,0.01,Not Drinkable
3494,"WELL AT HAIDERPUR, DELHI",DELHI,26.0,28.0,-6.7,6.9,676.0,870.5,-6.7,5.0,0.32,0.32,2.0,2.0,4.5,8.0,790.0,798.0,0.31,0.415,0.01,0.01,Not Drinkable
3496,"WELL AT ISBT, DELHI",DELHI,26.0,28.0,7.2,7.7,676.0,870.5,7.2,5.0,0.73,0.79,2.0,2.0,4.5,8.0,746.0,842.0,0.31,0.415,0.01,0.01,Not Drinkable
